term.id,query.number,significant,p.value,term.size,query.size,overlap.size,recall,precision,term.id,domain,subgraph.number,term.name,relative.depth,intersection
GO:0045047,1,True,8.460000000000001e-65,101,526,60,0.114,0.594,GO:0045047,BP,13,       protein targeting to ER,5,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0006614,1,True,1.7599999999999998e-68,92,526,60,0.114,0.652,GO:0006614,BP,13,        SRP-dependent cotranslational protein targeting to membrane,6,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0060333,1,True,0.0484,85,526,11,0.021,0.129,GO:0060333,BP,67,   interferon-gamma-mediated signaling pathway,1,"OAS2,STAT1,IRF4,GBP2,CIITA,HLA-DQA1,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-B,HLA-DQA2"
GO:1901566,1,True,2.6e-10,1846,526,105,0.2,0.057,GO:1901566,BP,26,   organonitrogen compound biosynthetic process,1,"RPL18,ST6GALNAC2,ADCY2,MOXD1,RPS5,P2RX7,CERS4,GATA1,NME3,LMF1,EEF1D,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,ASPA,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,SOX4,RPL23,ATF4,RPL36,SLC35D2,RPL27,LPIN1,RPS15A,HTR2B,RPL35,IRF4,RPLP1,WARS,RPS11,RPL13A,RPL11,HSPG2,RPS8,PKLR,RPS27A,RPL32,RPL37,RPL10,EIF3H,GBGT1,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,EEF1A1,MGAT4B,RPL26,RPL29,PGAM2,LARP6,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,B3GALT6,RPLP2,RPS27,EIF3K,DPM3,BGN,GPC6,RPS27L,ADSSL1,MUC1,RPS23,UROS,RPL14,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,MT-CO2,RPL10A,RPL39,RPS29,UBA52,CERS1,OST4,RPL41,RPS18,RPS28,B3GALT4,RPL36A,MRPS21"
GO:0043603,1,True,1.9e-15,1095,526,85,0.162,0.078,GO:0043603,BP,26,   cellular amide metabolic process,1,"GALC,RPL18,RPS5,P2RX7,CERS4,EEF1D,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,SOX4,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,WARS,SEC11A,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,EIF3H,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,EEF1A1,HLCS,RPL26,RPL29,PGAM2,LARP6,TPP1,RPL27A,GPX4,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,MTHFR,RPLP2,RPS27,EIF3K,RPS27L,RPS23,RPL14,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,CERS1,RPL41,RPS18,RPS28,B3GALT4,RPL36A,MRPS21"
GO:0043604,1,True,3.89e-18,833,526,77,0.146,0.092,GO:0043604,BP,26,    amide biosynthetic process,2,"RPL18,RPS5,P2RX7,CERS4,EEF1D,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,SOX4,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,WARS,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,EIF3H,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,EEF1A1,RPL26,RPL29,LARP6,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,RPLP2,RPS27,EIF3K,RPS27L,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,CERS1,RPL41,RPS18,RPS28,B3GALT4,RPL36A,MRPS21"
GO:0006518,1,True,8.02e-18,843,526,77,0.146,0.091,GO:0006518,BP,26,   peptide metabolic process,1,"RPL18,RPS5,EEF1D,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,SOX4,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,WARS,SEC11A,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,EIF3H,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,EEF1A1,RPL26,RPL29,LARP6,TPP1,RPL27A,GPX4,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,RPLP2,RPS27,EIF3K,RPS27L,RPS23,RPL14,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A,MRPS21"
GO:0043043,1,True,6.24e-20,705,526,73,0.139,0.104,GO:0043043,BP,26,    peptide biosynthetic process,2,"RPL18,RPS5,EEF1D,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,SOX4,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,WARS,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,EIF3H,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,EEF1A1,RPL26,RPL29,LARP6,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,RPLP2,RPS27,EIF3K,RPS27L,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A,MRPS21"
GO:0006412,1,True,7.02e-21,680,526,73,0.139,0.107,GO:0006412,BP,26,   translation,1,"RPL18,RPS5,EEF1D,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,SOX4,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,WARS,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,EIF3H,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,EEF1A1,RPL26,RPL29,LARP6,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,RPLP2,RPS27,EIF3K,RPS27L,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A,MRPS21"
GO:0002181,1,True,4.2e-20,91,526,29,0.055,0.319,GO:0002181,BP,26,    cytoplasmic translation,2,"RPL18,RPL19,RPL24,RPL22,RPL36,RPLP1,RPL13A,RPL11,RPL32,EIF3H,RPS3,RPL30,RPL26,RPL29,RPL27A,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,EIF3K,RPS23,RPL10A,RPL39,RPS29,RPL41,RPS28,RPL36A"
GO:0006413,1,True,1.75e-50,198,526,66,0.125,0.333,GO:0006413,BP,26,   translational initiation,1,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,EIF3H,RPL7A,EIF4EBP2,RPS3,FAU,BANK1,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,EIF3F,RPLP2,RPS27,EIF3K,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0042611,1,True,2.51e-08,24,526,11,0.021,0.458,GO:0042611,CC,42,   MHC protein complex,1,"MR1,HLA-DQB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-B,HLA-DQA2,HLA-DMB"
GO:0042613,1,True,1.9e-07,16,526,9,0.017,0.562,GO:0042613,CC,42,    MHC class II protein complex,2,"HLA-DQB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DQA2,HLA-DMB"
GO:0016020,1,True,0.0492,9556,526,305,0.58,0.032,GO:0016020,CC,14,   membrane,1,"COPZ2,ABCB4,AP2B1,VPS41,TRAPPC6A,ATP1A2,ANO2,VMP1,RPL18,TSPAN32,MYLK,SYT1,ST6GALNAC2,GSDMB,ADCY2,MOXD1,DCT,TRPM3,RPS5,FTL,P2RX7,GANAB,CERS4,SEL1L3,CAPN3,DNAL4,SYNGR1,AVP,CST3,MAP1LC3A,NFAT5,LMF1,IL21R,BMF,SCG3,NCALD,RPS16,CLIP3,TGFB1,RPS19,CD33,RABAC1,PTPRS,WDR83OS,SCN1B,GIMAP2,PRUNE2,TYRP1,RPL28,RPL19,VAT1,CRYAB,DNAJC4,RPS13,TSPAN11,SLC6A12,OAS2,COX6A1,RPS12,PCDHB15,CNTN3,RPL24,MPV17,RPS15,CLIP4,CHMP3,CD207,NPHS2,RPE65,CTSD,IFI27L2,SLC17A5,MLANA,RPL5,CALD1,PLAU,PLP1,RPS10,NDUFA1,RPL23,C3,RTN2,ERGIC3,ROMO1,CAPNS1,COX6B1,RRAS,MAP2K2,COX7C,OR7C1,ATF4,ATP6V1F,VPS13C,RPL36,CHMP2A,HSD17B3,SLC35D2,COX4I1,RPL27,SYT11,SLC2A11,TRPM1,NOTCH2,LPIN1,RPS15A,BLOC1S1,HTR2B,CYP27A1,GPNMB,RTP4,RPL35,IL11RA,IRF4,FXYD6,CYP1B1,PCDH10,STON2,SEC11A,ITGAX,TP53,IFITM3,RPS11,RPL13A,RPL11,KIAA0319L,HSPG2,RPS8,SELENBP1,ITPKB,RPS27A,ABHD1,TRPM8,RPL32,HIGD2A,SCUBE3,TMEM140,NDUFB11,RPL10,EIF3H,GBGT1,RPL7A,RPS3,SIDT2,TMEM219,CNTN5,AKAP6,GRID2,CLEC4F,MR1,CDYL,SLC5A10,UCHL1,MARVELD1,RPL30,EEF1A1,TNFRSF14,MRAS,PKD1L1,NLRX1,MGAT4B,RPL26,RPL29,GBP2,CADM3,RFTN2,GABRG1,DAPL1,PRICKLE2,C4ORF3,RHOBTB3,UQCRQ,BRI3,COX6C,RPL27A,TMPRSS5,RPL13,TUBA1A,CDC42EP5,TRAPPC9,CYB5D2,RAB26,FTH1,RPSA,SCARA5,SFTPC,SLC16A4,LRP1B,TMEM150A,VAMP5,STK32A,NLGN2,RNF150,GABARAP,FOS,STAT2,SGCD,BFSP2,RPS9,NDUFA3,MCC,RPS7,SYNPO,TMEM134,TNFRSF10C,UQCRH,RNF213,SLCO4C1,RPL4,RPL15,CNIH2,NDUFA11,SEZ6L2,EIF3F,ORAI3,B3GALT6,COX8A,OR2AJ1,FAM187B,RPLP2,NDUFAF3,COX14,EIF3K,DPM3,TMTC2,HLA-DQB1,SSR4,SLC25A42,UNC5C,BGN,ANXA2,GPC6,SMDT1,OR51B4,NDUFB1,SORCS2,SEMA4B,ADSSL1,SIGIRR,IFITM2,MC2R,MUC1,LSAMP,LEMD1,NDUFA13,ZNRF1,RPS23,PLCD1,AGMO,FAM69C,LAMTOR4,SLC24A5,SERPINA5,LCTL,RPL14,FHIT,OR2L13,HRCT1,NTNG2,SLC35F1,FAM180B,TOMM7,HLA-DQA1,GSTK1,PSAP,MAP1LC3C,RPL12,RPS4X,HLA-DRB5,CTNND1,MT-CO2,RPL10A,RYR3,MT-ND1,SHISA4,HLA-DOA,HLA-DMA,HLA-DRA,GABBR1,MALRD1,CFI,TMEM256,RPS29,TAX1BP3,FIS1,UBA52,CERS1,HLA-DPB1,OST4,PET100,RPS18,RPS28,HLA-B,B3GALT4,HLA-DQA2,TNFSF12,RPL36A,HLA-DMB,STON1,PRAF2,TICAM2,IFITM10,PCDHGA7,PCDHGB7,MRPS21,MARCKS"
GO:0032991,1,True,0.00374,5095,526,186,0.354,0.037,GO:0032991,CC,14,   protein-containing complex,1,"COPZ2,AP2B1,VPS41,TRAPPC6A,ATP1A2,ANO2,COL9A2,RPL18,TSPAN32,SYT1,ADCY2,MEF2C,RPS5,FTL,GANAB,MYH7,CAPN3,DNAL4,PABPN1,GATA1,BMF,NCALD,EEF1D,URI1,RPS16,RPS19,SCN1B,ZNHIT1,FBXL15,RPL28,RPL19,SEPT4,RPL34,RPS13,ING4,COX6A1,RPS12,KAT2B,RPL24,RPS15,STAT1,CHMP3,NPHS2,RPL22,RPS25,RPL5,PFDN5,RPS10,SOX4,RUNX2,NDUFA1,SOX9,RPL23,C3,COX7C,ATF4,ATP6V1F,RPL36,CHMP2A,COX4I1,RPL27,TPT1,NOTCH2,RPS15A,GDF11,BLOC1S1,RPL35,IRF4,RPLP1,BTBD16,RBP4,WARS,SEC11A,ITGAX,TP53,RPS11,RPL13A,RPL11,HSPG2,RPS8,RPS27A,RPL32,RPL37,PNRC1,NDUFB11,RPL10,EIF3H,RPL7A,SESN3,RPS3,FAU,AKAP6,MZT2B,GRID2,MR1,RPL30,EEF1A1,HIST1H2BD,PKD1L1,CTBP1,RPL26,RPL29,GABRG1,UQCRQ,LARP6,TAF10,RPL27A,GPX4,RPL13,TUBA1A,TRAPPC9,FTH1,RPSA,LRP1B,VAMP5,HOXD12,GABARAP,FOS,SGCD,RPS9,NDUFA3,RPS21,RPS7,RPL38,RNASEH2C,UQCRH,RPL4,RPL15,CNIH2,NDUFA11,EIF3F,POLD4,NUPR1,COX8A,RPLP2,JUN,RPS27,EIF3K,DPM3,HLA-DQB1,HIST1H2AC,SSR4,ANXA2,SMDT1,NDUFB1,RPS27L,NDUFA13,RPS23,LAMTOR4,SERPINA5,RPL14,MYL6B,TOMM7,HLA-DQA1,TTC30A,RPL37A,MAP1LC3C,RPL12,RPS4X,RPL23A,HLA-DRB5,MT-CO2,RPL10A,MT-ND1,RPL39,COL11A2,HLA-DOA,HLA-DMA,HLA-DRA,GABBR1,RPS29,HBE1,FIS1,UBA52,HLA-DPB1,OST4,RPL41,RPS18,RPS28,HLA-B,HLA-DQA2,RPL36A,HLA-DMB,H2AFJ,MRPS21,GTF2H5"
GO:1990904,1,True,3.41e-14,825,526,70,0.133,0.085,GO:1990904,CC,14,    ribonucleoprotein complex,2,"RPL18,RPS5,PABPN1,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,PNRC1,RPL10,EIF3H,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,LARP6,RPL27A,RPL13,TUBA1A,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,EIF3K,RPS27L,RPS23,RPL14,RPL37A,MAP1LC3C,RPL12,RPS4X,RPL23A,RPL10A,RPL39,COL11A2,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A,MRPS21"
GO:0005844,1,True,6.88e-12,72,526,20,0.038,0.278,GO:0005844,CC,14,     polysome,3,"RPL18,RPL19,RPL24,RPL36,RPL11,RPL32,RPL7A,RPS3,RPL30,LARP6,RPS21,RPL38,RPS23,RPS4X,RPL10A,RPL39,RPS29,RPL41,RPS28,RPL36A"
GO:0044422,1,True,0.00259,9254,526,304,0.578,0.033,GO:0044422,CC,14,   organelle part,1,"COPZ2,ABCB4,AP2B1,VPS41,TRAPPC6A,CALCOCO1,MAN2B2,ANO2,COL9A2,GALC,VMP1,RPL18,MYLK,SYT1,ST6GALNAC2,TP53INP2,MOXD1,DCT,MEF2C,RPS5,FTL,P2RX7,GANAB,YPEL3,CERS4,SEL1L3,MYH7,CAPN3,LGALS1,DNAL4,SYNGR1,PABPN1,AVP,CST3,MAP1LC3A,GATA1,NFAT5,HCFC1R1,LMF1,BMF,SCG3,NCALD,EEF1D,TUBB4A,URI1,RPS16,CLIP3,TGFB1,RPS19,CD33,PTPRS,ZNHIT1,TYRP1,RPL28,RPL19,SEPT4,VAT1,RPL34,CRYAB,RPS13,OAS2,ING4,COX6A1,RPS12,KAT2B,RPL24,MPV17,RPS15,STAT1,CHMP3,CD207,RPL22,RPE65,KDM5B,CTSD,RPS25,CCDC92,SLC17A5,MLANA,A1BG,RPL5,TWIST1,CALD1,PLAU,RPS10,SOX4,RUNX2,NDUFA1,SOX9,RPL23,C3,RTN2,CITED1,ERGIC3,ROMO1,COX6B1,PRDX5,MAP2K2,COX7C,ATF4,ATP6V1F,VPS13C,NEDD8,RPL36,CHMP2A,HSD17B3,SLC35D2,COX4I1,RPL27,RFX1,KDM6B,SYT11,TPT1,NOTCH2,LPIN1,RPS15A,TCN1,GDF11,BLOC1S1,HTR2B,CYP27A1,ARMC9,RPL35,TFAP2A,IRF4,RPLP1,CYP1B1,NOVA1,STON2,SEC11A,ITGAX,TP53,IFITM3,RPS11,RPL13A,RPL11,KIAA0319L,HSPG2,RPS8,CTSK,SELENBP1,RPS27A,TRPM8,RPL32,RPL37,HIGD2A,NDUFB11,RPL10,GBGT1,RPL7A,RPS3,SIDT2,FAU,AKAP6,MZT2B,MR1,CDYL,CMIP,UCHL1,RPL30,EEF1A1,TRIM63,HIST1H2BD,PKD1L1,GIP,HLCS,CTBP1,TPPP3,NLRX1,MGAT4B,RPL26,RPL29,ITIH3,GBP2,PBXIP1,PRICKLE2,RHOBTB3,UQCRQ,CREBRF,BRI3,COX6C,PKNOX2,TAF10,TPP1,RPL27A,YPEL4,GPX4,RPL13,TUBA1A,TRAPPC9,RAB26,FTH1,RPSA,RNF187,SFTPC,ATOH8,VAMP5,ZEB2,GABARAP,FOS,STAT2,BFSP2,RPS9,NDUFA3,MCC,CXXC5,RPS21,RPS7,SYNPO,RPL38,UQCRH,RNF213,SLCO4C1,RPL4,RPL15,CNIH2,NDUFA11,SEZ6L2,YPEL2,POLD4,A2M,B3GALT6,COX8A,RPLP2,JUN,RPS27,NDUFAF3,COX14,MAF,DPM3,TMTC2,CIITA,HIST1H2AC,SSR4,SLC25A42,ZBTB20,BGN,ANXA2,GPC6,SMDT1,NDUFB1,KRTAP19-1,RPS27L,MUC1,NDUFA13,ZNRF1,RPS23,FOXD3,KRT12,AGMO,FAM69C,LAMTOR4,SLC24A5,SERPINA5,LCTL,RPL14,FHIT,MYL6B,TOMM7,HLA-DQA1,GSTK1,PSAP,RPL37A,MAP1LC3C,RPL12,RPS4X,RPL23A,HLA-DRB5,MT-CO2,RPL10A,RYR3,MT-ND1,RPL39,COL11A2,HLA-DOA,HLA-DMA,HLA-DRA,MALRD1,C5ORF51,RPS29,UBD,TAX1BP3,FIS1,CEBPD,UBA52,CERS1,HLA-DPB1,OST4,RPL41,PET100,RPS18,RPS28,HLA-B,B3GALT4,HLA-DQA2,RPL36A,HLA-DMB,PRAF2,TICAM2,H2AFJ,TXNIP,MRPS21,GTF2H5,MARCKS"
GO:0044446,1,True,0.00115,9038,526,300,0.57,0.033,GO:0044446,CC,14,    intracellular organelle part,2,"COPZ2,ABCB4,AP2B1,VPS41,TRAPPC6A,CALCOCO1,MAN2B2,ANO2,COL9A2,GALC,VMP1,RPL18,MYLK,SYT1,ST6GALNAC2,TP53INP2,MOXD1,DCT,MEF2C,RPS5,FTL,P2RX7,GANAB,YPEL3,CERS4,SEL1L3,MYH7,LGALS1,DNAL4,SYNGR1,PABPN1,AVP,CST3,MAP1LC3A,GATA1,NFAT5,HCFC1R1,LMF1,BMF,SCG3,NCALD,EEF1D,TUBB4A,URI1,RPS16,CLIP3,TGFB1,RPS19,CD33,PTPRS,ZNHIT1,TYRP1,RPL28,RPL19,SEPT4,VAT1,RPL34,CRYAB,RPS13,OAS2,ING4,COX6A1,RPS12,KAT2B,RPL24,MPV17,RPS15,STAT1,CHMP3,CD207,RPL22,KDM5B,CTSD,RPS25,CCDC92,SLC17A5,MLANA,A1BG,RPL5,TWIST1,CALD1,PLAU,RPS10,SOX4,RUNX2,NDUFA1,SOX9,RPL23,C3,RTN2,CITED1,ERGIC3,ROMO1,COX6B1,PRDX5,MAP2K2,COX7C,ATF4,ATP6V1F,VPS13C,NEDD8,RPL36,CHMP2A,HSD17B3,SLC35D2,COX4I1,RPL27,RFX1,KDM6B,SYT11,TPT1,NOTCH2,LPIN1,RPS15A,TCN1,GDF11,BLOC1S1,HTR2B,CYP27A1,ARMC9,RPL35,TFAP2A,IRF4,RPLP1,CYP1B1,NOVA1,STON2,SEC11A,ITGAX,TP53,IFITM3,RPS11,RPL13A,RPL11,KIAA0319L,HSPG2,RPS8,CTSK,SELENBP1,RPS27A,TRPM8,RPL32,RPL37,HIGD2A,NDUFB11,RPL10,GBGT1,RPL7A,RPS3,SIDT2,FAU,AKAP6,MZT2B,MR1,CDYL,CMIP,UCHL1,RPL30,EEF1A1,TRIM63,HIST1H2BD,GIP,HLCS,CTBP1,TPPP3,NLRX1,MGAT4B,RPL26,RPL29,ITIH3,GBP2,PBXIP1,PRICKLE2,RHOBTB3,UQCRQ,CREBRF,BRI3,COX6C,PKNOX2,TAF10,TPP1,RPL27A,YPEL4,GPX4,RPL13,TUBA1A,TRAPPC9,RAB26,FTH1,RPSA,RNF187,SFTPC,ATOH8,VAMP5,ZEB2,GABARAP,FOS,STAT2,BFSP2,RPS9,NDUFA3,MCC,CXXC5,RPS21,RPS7,RPL38,UQCRH,RNF213,SLCO4C1,RPL4,RPL15,CNIH2,NDUFA11,SEZ6L2,YPEL2,POLD4,A2M,B3GALT6,COX8A,RPLP2,JUN,RPS27,NDUFAF3,COX14,MAF,DPM3,TMTC2,CIITA,HIST1H2AC,SSR4,SLC25A42,ZBTB20,BGN,ANXA2,GPC6,SMDT1,NDUFB1,KRTAP19-1,RPS27L,MUC1,NDUFA13,ZNRF1,RPS23,FOXD3,KRT12,AGMO,FAM69C,LAMTOR4,SLC24A5,SERPINA5,LCTL,RPL14,FHIT,MYL6B,TOMM7,HLA-DQA1,GSTK1,PSAP,RPL37A,MAP1LC3C,RPL12,RPS4X,RPL23A,HLA-DRB5,MT-CO2,RPL10A,RYR3,MT-ND1,RPL39,COL11A2,HLA-DOA,HLA-DMA,HLA-DRA,MALRD1,C5ORF51,RPS29,UBD,TAX1BP3,FIS1,CEBPD,UBA52,CERS1,HLA-DPB1,OST4,RPL41,PET100,RPS18,RPS28,HLA-B,B3GALT4,HLA-DQA2,RPL36A,HLA-DMB,PRAF2,TICAM2,H2AFJ,TXNIP,MRPS21,GTF2H5,MARCKS"
GO:0031090,1,True,0.00567,2904,526,118,0.224,0.041,GO:0031090,CC,14,    organelle membrane,2,"COPZ2,AP2B1,VPS41,TRAPPC6A,VMP1,SYT1,ST6GALNAC2,MOXD1,DCT,P2RX7,CERS4,SYNGR1,AVP,CST3,MAP1LC3A,BMF,SCG3,NCALD,CLIP3,CD33,PTPRS,TYRP1,VAT1,COX6A1,MPV17,CHMP3,CD207,RPE65,SLC17A5,PLAU,NDUFA1,ERGIC3,ROMO1,COX6B1,MAP2K2,COX7C,ATP6V1F,VPS13C,CHMP2A,SLC35D2,COX4I1,RPL27,SYT11,NOTCH2,LPIN1,BLOC1S1,CYP27A1,CYP1B1,SEC11A,ITGAX,IFITM3,KIAA0319L,RPS27A,HIGD2A,NDUFB11,GBGT1,RPS3,SIDT2,AKAP6,EEF1A1,PKD1L1,NLRX1,MGAT4B,GBP2,PRICKLE2,RHOBTB3,UQCRQ,BRI3,COX6C,TRAPPC9,RAB26,VAMP5,GABARAP,NDUFA3,UQCRH,SLCO4C1,CNIH2,NDUFA11,B3GALT6,COX8A,NDUFAF3,COX14,SSR4,SLC25A42,ANXA2,SMDT1,NDUFB1,NDUFA13,ZNRF1,LAMTOR4,SLC24A5,SERPINA5,TOMM7,HLA-DQA1,PSAP,MAP1LC3C,HLA-DRB5,MT-CO2,RYR3,MT-ND1,HLA-DOA,HLA-DMA,HLA-DRA,MALRD1,RPS29,FIS1,UBA52,CERS1,HLA-DPB1,PET100,RPS28,HLA-B,B3GALT4,HLA-DQA2,HLA-DMB,PRAF2,TICAM2,MRPS21"
