Term,es,nes,pval,sidak,fdr,geneset_size,leading_edge,term
Signaling By NTRKs R-HSA-166520,-0.2871051439349774,-1.2437077789082107,0.21360713199108616,1.0,0.8144734682437058,21,"EGR3,TRIB1,DUSP6,FURIN,AP2S1,MAPKAPK2,FOSL1,VGF,SHC1,DUSP4",Signaling By NTRKs R-HSA-166520
"Platelet Activation, Signaling And Aggregation R-HSA-76002",-0.2462859955194757,-1.2380465170545416,0.21569881316005368,1.0,0.8144734682437058,32,"GNG5,ACTN4,GNB1,ITGB3,YWHAZ,MGLL,TAGLN2,GNAI2,TIMP1,PFN1,CD63,ITPR3,SHC1,CALM1,FAM3C,PPIA,F2R,ACTN1","Platelet Activation, Signaling And Aggregation R-HSA-76002"
Respiratory Electron Transport R-HSA-611105,-0.38078370491773755,-1.2348894951722151,0.21687163355601635,1.0,0.8144734682437058,13,"NDUFAF2,COA1,COX8A,NDUFV3,COX20,UQCRH,UQCR10,NDUFA11,NDUFS6",Respiratory Electron Transport R-HSA-611105
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",-0.38078370491773755,-1.2348894951722151,0.21687163355601635,1.0,0.8144734682437058,13,"NDUFAF2,COA1,COX8A,NDUFV3,COX20,UQCRH,UQCR10,NDUFA11,NDUFS6","Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200"
Chaperonin-mediated Protein Folding R-HSA-390466,-0.3398451282296683,-1.2228996158368362,0.2213676136908942,1.0,0.8176445760653525,16,"GNG5,GNB1,CSNK2B,TUBB4B,PFDN2,TUBA1B,TUBB,TUBA1C",Chaperonin-mediated Protein Folding R-HSA-390466
Protein Folding R-HSA-391251,-0.3398451282296683,-1.2228996158368362,0.2213676136908942,1.0,0.8176445760653525,16,"GNG5,GNB1,CSNK2B,TUBB4B,PFDN2,TUBA1B,TUBB,TUBA1C",Protein Folding R-HSA-391251
Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,-0.3771640270761952,-1.2165830824435624,0.22376288264514965,1.0,0.8176445760653525,13,"TUBB4B,SSNA1,PLK1,YWHAG,DYNLL1,TUBB,TUBG1",Loss Of Nlp From Mitotic Centrosomes R-HSA-380259
Activation Of BH3-only Proteins R-HSA-114452,-0.541889539680734,-1.2126110662025398,0.22527855595373758,1.0,0.8176445760653525,6,"TFDP1,YWHAG,DYNLL1,YWHAZ",Activation Of BH3-only Proteins R-HSA-114452
Signaling By FGFR R-HSA-190236,-0.301081930413807,-1.2090632262719851,0.2266385557398749,1.0,0.8176445760653525,19,"UBB,POLR2F,POLR2I,SHC1,POLR2D,PPP2CB,POLR2J,SPRY2,FGFRL1,SPRED2",Signaling By FGFR R-HSA-190236
Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,-0.33665934417708915,-1.2065760696933499,0.22759544724500147,1.0,0.8176445760653525,16,"CDC20,UBB,UBE2C,PSMB7,UBE2S,PSMD8,PLK1,PSMA7",Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814
APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,-0.45247144430737696,-1.205368659415161,0.22806101474050133,1.0,0.8176445760653525,8,"CDC20,UBE2C,UBB,UBE2S",APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409
Transcriptional Regulation By VENTX R-HSA-8853884,-0.5399923488381005,-1.204134635189897,0.22853754501009238,1.0,0.8176445760653525,6,"CCND1,UBE2C,UBE2S",Transcriptional Regulation By VENTX R-HSA-8853884
C-type Lectin Receptors (CLRs) R-HSA-5621481,-0.3619702514612841,-1.2039683496130136,0.2286018119472657,1.0,0.8176445760653525,14,"UBB,UBE2M,ITPR3,PSMB7,PSMD8,CALM1,CDC34,PSMA7",C-type Lectin Receptors (CLRs) R-HSA-5621481
Metabolism Of Carbohydrates R-HSA-71387,0.38014696608917914,1.1951362060898045,0.23203381811960666,1.0,0.8255519002571269,26,"SDC1,TPI1,CHST11,ENO1,CHPF,GALE,SDC3,CHST2,CHSY1",Metabolism Of Carbohydrates R-HSA-71387
TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789,-0.3562674200384657,-1.1757092317246753,0.2397110883072251,1.0,0.8484015481449433,14,"FKBP1A,LTBP3,ITGB3,FURIN,SMURF2,NEDD8,PPP1CA",TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789
Disorders Of Transmembrane Transporters R-HSA-5619115,-0.4031717588398352,-1.1666133429309005,0.2433665524679287,1.0,0.8563439400882488,9,"PSMD8,UBB,PSMB7,PSMA7",Disorders Of Transmembrane Transporters R-HSA-5619115
Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695,-0.5552803305322029,-1.1638403210121993,0.24448872845714797,1.0,0.8563439400882488,5,"ITPR3,CALM1,SH3KBP1",Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695
Synthesis Of DNA R-HSA-69239,-0.30205894583573456,-1.1546569762963947,0.24823092454110807,1.0,0.864969613349428,18,"UBB,UBE2C,RFC2,PSMB7,UBE2S,RPA3,PSMD8,MCM7,CDT1,PSMA7",Synthesis Of DNA R-HSA-69239
SARS-CoV-2 Infection R-HSA-9694516,-0.194437783483793,-1.1285812053821869,0.2590745428282637,1.0,0.8914019807024555,37,"UBE2I,CTSL,GEMIN7,RPS16,YWHAZ,FURIN,RPS10,RPS12,RPSA,GSK3B,YWHAG,SNRPB,RPS29,GANAB,RPS21",SARS-CoV-2 Infection R-HSA-9694516
Signaling By FGFR3 R-HSA-5654741,-0.436093288755794,-1.1245542424908557,0.2607779728493296,1.0,0.8914019807024555,8,"SHC1,UBB,SPRY2,PPP2CB",Signaling By FGFR3 R-HSA-5654741
Signaling By FGFR4 R-HSA-5654743,-0.436093288755794,-1.1245542424908557,0.2607779728493296,1.0,0.8914019807024555,8,"SHC1,UBB,SPRY2,PPP2CB",Signaling By FGFR4 R-HSA-5654743
ERK/MAPK Targets R-HSA-198753,0.6028219791252718,1.1227882290498765,0.2615274457426544,1.0,0.8914019807024555,5,MAPK14,ERK/MAPK Targets R-HSA-198753
Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,-0.20807329899669072,-1.1204830872053186,0.26250795581770703,1.0,0.8914019807024555,33,"CDC20,UBB,RNF126,UBE2F,UBE2C,ASB1,CDC34,UBE2S,PSMB7,PSMD8,ZNRF1,SMURF2,UBE2L3,PSMA7",Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168
SUMOylation Of Transcription Cofactors R-HSA-3899300,-0.5446738170192865,-1.1176221685077998,0.2637283966575312,1.0,0.8914019807024555,5,"SUMO2,CTBP1,PHC2,UBE2I",SUMOylation Of Transcription Cofactors R-HSA-3899300
SARS-CoV-2-host Interactions R-HSA-9705683,-0.23460770820085916,-1.1081001421970398,0.2678185695722213,1.0,0.9007231494070725,24,"GEMIN7,RPS16,YWHAZ,RPS10,RPS12,RPSA,YWHAG,SNRPB,RPS29,RPS21",SARS-CoV-2-host Interactions R-HSA-9705683
Translesion Synthesis By REV1 R-HSA-110312,-0.5376394604564739,-1.0872052345155256,0.2769461179888124,1.0,0.9129971069223551,5,"UBB,RFC2,RPA3",Translesion Synthesis By REV1 R-HSA-110312
Translesion Synthesis By POLI R-HSA-5656121,-0.5376394604564739,-1.0872052345155256,0.2769461179888124,1.0,0.9129971069223551,5,"UBB,RFC2,RPA3",Translesion Synthesis By POLI R-HSA-5656121
Translesion Synthesis By POLK R-HSA-5655862,-0.5376394604564739,-1.0872052345155256,0.2769461179888124,1.0,0.9129971069223551,5,"UBB,RFC2,RPA3",Translesion Synthesis By POLK R-HSA-5655862
TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791,-0.5368645743605831,-1.0838670584592585,0.27842374722268337,1.0,0.9129971069223551,5,"FKBP1A,UBB,PARD3",TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791
Interactions Of Rev With Host Cellular Proteins R-HSA-177243,-0.5363185929413489,-1.0815165358567733,0.27946740914795987,1.0,0.9129971069223551,5,"RAN,KPNB1,RANBP1",Interactions Of Rev With Host Cellular Proteins R-HSA-177243
Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933,-0.5362641467246371,-1.0812822079712558,0.2795715993090644,1.0,0.9129971069223551,5,"RAN,KPNB1,UBE2I",Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933
Transcription Of HIV Genome R-HSA-167172,-0.36778480459711665,-1.0752862808592667,0.28224657651522733,1.0,0.9162865594107213,11,"POLR2F,POLR2I,SSRP1,POLR2D,TAF10,POLR2J",Transcription Of HIV Genome R-HSA-167172
Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,-0.3605221801797327,-1.0729584044047804,0.2832897794627822,1.0,0.9162865594107213,12,"UBB,YWHAZ,MAPKAPK2,ELAVL1,PSMB7,PSMD8,PSMA7",Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531
Visual Phototransduction R-HSA-2187338,0.4568013810602433,1.065192672869204,0.2867887486750442,1.0,0.9166131045460044,10,"LPL,SDC1,SDC3",Visual Phototransduction R-HSA-2187338
DNA Damage Bypass R-HSA-73893,-0.42379572147290995,-1.065121740527836,0.2868208422288556,1.0,0.9166131045460044,8,"UBB,RFC2,RPA3",DNA Damage Bypass R-HSA-73893
Signaling By NTRK1 (TRKA) R-HSA-187037,-0.26058260326474675,-1.0637134102621546,0.28745854757951617,1.0,0.9166131045460044,20,"EGR3,TRIB1,DUSP6,AP2S1,MAPKAPK2,FOSL1,VGF,SHC1,DUSP4",Signaling By NTRK1 (TRKA) R-HSA-187037
RHO GTPase Cycle R-HSA-9012999,-0.15159752525163336,-1.0574454083940263,0.2903083570297764,1.0,0.9212478413215437,38,"EPHA2,TMPO,ARHGDIA,SPATA13,TPM3,SH3BP1,WIPF1,TUBA1B,NUDC,PAK4,RHOC,BCAP31,ARHGEF2,EFHD2,ACTN1",RHO GTPase Cycle R-HSA-9012999
HIV Transcription Initiation R-HSA-167161,-0.3812861352089293,-1.054171243712525,0.29180452307380556,1.0,0.9212478413215437,9,"POLR2F,POLR2I,POLR2D,TAF10,POLR2J",HIV Transcription Initiation R-HSA-167161
EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,-0.5291924057821875,-1.050958618180508,0.29327759615838955,1.0,0.9212478413215437,5,"GJB1,WWTR1",EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665
Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,-0.46183550975189397,-1.0485979156801901,0.2943632155701974,1.0,0.9212478413215437,7,"DCTD,RRM2,GLRX,DTYMK,DCTPP1",Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943
Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,-0.4577049231297663,-1.0299897619892564,0.3030148116061002,1.0,0.943953975325916,7,"UBB,RFC2,RPA3",Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313
Extra-nuclear Estrogen Signaling R-HSA-9009391,-0.31141428282273304,-1.0246651014059103,0.3055212351551786,1.0,0.9473961236922053,15,"GNG5,GNB1,TGFA,SHC1,CALM1,CCND1",Extra-nuclear Estrogen Signaling R-HSA-9009391
Early SARS-CoV-2 Infection Events R-HSA-9772572,0.5824738560904075,1.0196678839568407,0.30788599807583417,1.0,0.9478600816941213,5,SDC3,Early SARS-CoV-2 Infection Events R-HSA-9772572
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,-0.12329916146652717,-1.0184267933585998,0.3084751745158383,1.0,0.9478600816941213,37,"LSM5,PABPN1,TXNL4A,POLR2I,PCBP1,POLR2D,RBM8A,ALYREF,NUP188,ELAVL1,NUDT21,LSM7,DDX46,POM121,HNRNPA2B1,SNRPB,PHF5A,POLR2F,POLR2A,BUD31,NXT1,SNRNP25,LSM2,POLR2J",Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203
Oncogene Induced Senescence R-HSA-2559585,-0.4537319466410023,-1.0122095375551758,0.31143787692756053,1.0,0.948902874616026,7,"UBB,CDKN2D,E2F1,ID1,TFDP1",Oncogene Induced Senescence R-HSA-2559585
Fatty Acid Metabolism R-HSA-8978868,-0.3727803157666479,-1.0118245491840732,0.3116219499478665,1.0,0.948902874616026,9,"MAPKAPK2,ACOT7,ELOVL1,ACOX2,GPX1",Fatty Acid Metabolism R-HSA-8978868
Lysosome Vesicle Biogenesis R-HSA-432720,0.5236962002606789,0.9985437996507114,0.31801573667348704,1.0,0.9640297667770279,7,VAMP8,Lysosome Vesicle Biogenesis R-HSA-432720
SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,-0.27952789517703563,-0.9954856094059804,0.3195001398679471,1.0,0.9642057792443404,17,"GEMIN7,RPS16,RPS10,RPS12,RPSA,SNRPB,RPS29,RPS21",SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678
Sensory Perception R-HSA-9709957,0.3950654655614901,0.9889888769794694,0.32266858379827057,1.0,0.9653482427552963,17,"LPL,OR2T8,SDC1,SDC3",Sensory Perception R-HSA-9709957
APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409,-0.3032334028694268,-0.9888536156157425,0.3227347675483683,1.0,0.9653482427552963,15,"CDC20,UBB,UBE2C,PSMB7,UBE2S,PSMD8,PSMA7",APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409
Orc1 Removal From Chromatin R-HSA-68949,-0.36534792069814975,-0.9755475626698726,0.3292887208743638,1.0,0.9806131070972243,9,"UBB,MCM7,PSMB7,PSMD8,CDT1,PSMA7",Orc1 Removal From Chromatin R-HSA-68949
mRNA Splicing R-HSA-72172,-0.11729830774278438,-0.9715943812047666,0.33125237892006054,1.0,0.9812351642154182,34,"PABPN1,POLR2F,ALYREF,BUD31,TXNL4A,ELAVL1,DDX46,SNRNP25,POLR2I,POLR2D,HNRNPA2B1,SNRPB,LSM2,POLR2J,PHF5A,RBM8A",mRNA Splicing R-HSA-72172
MAPK6/MAPK4 Signaling R-HSA-5687128,-0.33784929098584726,-0.9692896947142828,0.33240066953451297,1.0,0.9812351642154182,12,"PKN1,UBB,CCND3,ETV4,PSMB7,CDK1,PSMD8,PSMA7",MAPK6/MAPK4 Signaling R-HSA-5687128
Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430,-0.48291334891747373,-0.9567020753296633,0.3387176503368483,1.0,0.9877259524769345,6,"CDC20,UBE2C,UBE2S",Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430
mRNA Splicing - Major Pathway R-HSA-72163,-0.10854341736694652,-0.9540176599326874,0.34007470322961764,1.0,0.9877259524769345,33,"LSM5,PABPN1,TXNL4A,POLR2I,PCBP1,POLR2D,SRSF9,RBM8A,ALYREF,ELAVL1,NUDT21,SNRPE,POLR2L,SNRPG,HNRNPUL1,POLR2H,LSM4,SNRPF,DNAJC8,LSM7,DDX46,HNRNPA2B1,SNRPB,U2AF1,PHF5A,SRSF2,SRRM2,POLR2F,POLR2A,BUD31,LSM6,LSM2,POLR2J",mRNA Splicing - Major Pathway R-HSA-72163
Reproduction R-HSA-1474165,0.47811477261084523,0.9503583745446588,0.3419301870179088,1.0,0.9877259524769345,8,"SUN1,PMEPA1,DIDO1",Reproduction R-HSA-1474165
Meiosis R-HSA-1500620,0.478114772610845,0.9503583745446569,0.34193018701790967,1.0,0.9877259524769345,8,"SUN1,PMEPA1,DIDO1",Meiosis R-HSA-1500620
Regulation Of TP53 Activity R-HSA-5633007,-0.2148718641077423,-0.9475545260691324,0.3433562854859149,1.0,0.9877259524769345,22,"CHEK1,UBB,CSNK2B,AURKB,RFC2,RPA3,CDK1,AURKA,SSRP1,PPP2CB,PLK3,TAF10,BRD7,TPX2",Regulation Of TP53 Activity R-HSA-5633007
HDR Thru Single Strand Annealing (SSA) R-HSA-5685938,0.5521340749965646,0.947534920897475,0.34336627046165624,1.0,0.9877259524769345,6,"ERCC1,BARD1",HDR Thru Single Strand Annealing (SSA) R-HSA-5685938
Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,-0.43822858499169204,-0.9440399313044459,0.34514924322673224,1.0,0.9886478322935212,7,"TUBB4B,PFDN2,TUBA1B,TUBB,TUBA1C",Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958
RHOV GTPase Cycle R-HSA-9013424,-0.4999846128723403,-0.9284610368809223,0.35316846989031436,1.0,1.0,5,"PKN1,EPHA2,PAK4,TPM3",RHOV GTPase Cycle R-HSA-9013424
Mitophagy R-HSA-5205647,-0.43176335713104724,-0.9162396779105518,0.35954119883589275,1.0,1.0,7,"PGAM5,UBB,TOMM5,CSNK2B",Mitophagy R-HSA-5205647
Metabolism Of Amino Acids And Derivatives R-HSA-71291,0.3232437690012009,0.9047455429788562,0.36560020755199774,1.0,1.0,52,"RPL23,RPS23,OAZ2,INMT,DDO,RPL30,RPL14,SMOX,RPL8,SLC25A15,DIDO1",Metabolism Of Amino Acids And Derivatives R-HSA-71291
Regulation Of Necroptotic Cell Death R-HSA-5675482,0.5070526522303553,0.9037404811204539,0.36613302842606243,1.0,1.0,7,FADD,Regulation Of Necroptotic Cell Death R-HSA-5675482
RIPK1-mediated Regulated Necrosis R-HSA-5213460,0.5070526522303553,0.9037404811204539,0.36613302842606243,1.0,1.0,7,FADD,RIPK1-mediated Regulated Necrosis R-HSA-5213460
HIV Elongation Arrest And Recovery R-HSA-167287,-0.3484107246442045,-0.8957509664985547,0.3703857832498185,1.0,1.0,9,"POLR2F,POLR2I,SSRP1,POLR2D,POLR2J",HIV Elongation Arrest And Recovery R-HSA-167287
Formation Of HIV Elongation Complex In Absence Of HIV Tat R-HSA-167152,-0.3484107246442045,-0.8957509664985547,0.3703857832498185,1.0,1.0,9,"POLR2F,POLR2I,SSRP1,POLR2D,POLR2J",Formation Of HIV Elongation Complex In Absence Of HIV Tat R-HSA-167152
Formation Of HIV-1 Elongation Complex Containing HIV-1 Tat R-HSA-167200,-0.3484107246442045,-0.8957509664985547,0.3703857832498185,1.0,1.0,9,"POLR2F,POLR2I,SSRP1,POLR2D,POLR2J",Formation Of HIV-1 Elongation Complex Containing HIV-1 Tat R-HSA-167200
Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238,-0.3484107246442045,-0.8957509664985547,0.3703857832498185,1.0,1.0,9,"POLR2F,POLR2I,SSRP1,POLR2D,POLR2J",Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238
TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648,-0.3186383741856509,-0.8880201856941722,0.3745298933148633,1.0,1.0,12,"CHEK1,POLR2F,POLR2I,SSRP1,POLR2D,POLR2J",TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648
Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,-0.46290578044168246,-0.8747848326136797,0.38169099145159735,1.0,1.0,6,"KPNB1,UBB,NUP188,POM121,FLNB",Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410
ISG15 Antiviral Mechanism R-HSA-1169408,-0.46290578044168246,-0.8747848326136797,0.38169099145159735,1.0,1.0,6,"KPNB1,UBB,NUP188,POM121,FLNB",ISG15 Antiviral Mechanism R-HSA-1169408
Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260,0.5369900590957564,0.8677273074482341,0.3855436329807551,1.0,1.0,6,"CITED4,DEK",Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260
ECM Proteoglycans R-HSA-3000178,-0.48489190521212255,-0.8672711054780158,0.3857934845046982,1.0,1.0,5,"ITGA9,ITGB3,LAMA4",ECM Proteoglycans R-HSA-3000178
Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,0.5002265058120924,0.8648197811231273,0.38713771222347937,1.0,1.0,7,"ITGA6,CTSB,COL6A1",Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090
Signaling By MET R-HSA-6806834,-0.2985117431827737,-0.8629937102090415,0.3881409251706447,1.0,1.0,13,"UBB,ITGA3,SHC1,SH3KBP1,ARF6",Signaling By MET R-HSA-6806834
Dual Incision In TC-NER R-HSA-6782135,-0.2839713421149874,-0.8617461633816206,0.3888272163797515,1.0,1.0,14,"UBB,POLR2F,RFC2,RPA3,POLR2I,POLR2D,POLR2J",Dual Incision In TC-NER R-HSA-6782135
Potential Therapeutics For SARS R-HSA-9679191,-0.2310046535732621,-0.8562218859512455,0.39187505897258634,1.0,1.0,18,"FKBP1A,FURIN,AP2S1,SH3KBP1,TUBB,IFNGR2",Potential Therapeutics For SARS R-HSA-9679191
COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434,0.4232907486568789,0.8562111062037645,0.39188102048639584,1.0,1.0,12,"UBE2Z,KIF23",COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434
Iron Uptake And Transport R-HSA-917937,-0.4817975874072275,-0.854935061264838,0.3925870991552425,1.0,1.0,5,"ATP6V0B,UBB,NEDD8",Iron Uptake And Transport R-HSA-917937
DNA Damage Recognition In GG-NER R-HSA-5696394,0.5340324044200344,0.8521469401244549,0.3941325418174788,1.0,1.0,6,,DNA Damage Recognition In GG-NER R-HSA-5696394
RHOH GTPase Cycle R-HSA-9013407,-0.45704467353951744,-0.8514178317915354,0.39453728969578483,1.0,1.0,6,"PKN1,ARHGDIA,TUBA1B,PAK4,VANGL1,SLC4A7",RHOH GTPase Cycle R-HSA-9013407
"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",-0.29534434752264344,-0.8510988849256155,0.39471442480570174,1.0,1.0,13,"RPS16,RPS10,RPS12,RPSA,RPS29,RPS21","Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695"
Ribosomal Scanning And Start Codon Recognition R-HSA-72702,-0.29534434752264344,-0.8510988849256155,0.39471442480570174,1.0,1.0,13,"RPS16,RPS10,RPS12,RPSA,RPS29,RPS21",Ribosomal Scanning And Start Codon Recognition R-HSA-72702
Translation Initiation Complex Formation R-HSA-72649,-0.29534434752264344,-0.8510988849256155,0.39471442480570174,1.0,1.0,13,"RPS16,RPS10,RPS12,RPSA,RPS29,RPS21",Translation Initiation Complex Formation R-HSA-72649
"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",-0.29534434752264344,-0.8510988849256155,0.39471442480570174,1.0,1.0,13,"RPS16,RPS10,RPS12,RPSA,RPS29,RPS21","mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662"
MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,0.5332589248289681,0.8480731297016615,0.3963972449955828,1.0,1.0,6,MAPK14,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,-0.4790733052585853,-0.8441373405658482,0.39859266381416814,1.0,1.0,5,"NMNAT2,NT5E,GSTO1",Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849
Ub-specific Processing Proteases R-HSA-5689880,-0.26299399404123097,-0.834287775413759,0.40411883884711464,1.0,1.0,15,"CDC20,UBB,PSMB7,PSMD8,TAF10,SMURF2,PSMA7",Ub-specific Processing Proteases R-HSA-5689880
Toll-like Receptor Cascades R-HSA-168898,0.40286862031188464,0.8149642030493044,0.41509280083038447,1.0,1.0,14,"MAPK14,FADD,CTSB,RPS6KA1",Toll-like Receptor Cascades R-HSA-168898
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,0.4167932870275409,0.8111377876919493,0.41728654753693073,1.0,1.0,12,"MAPK14,RPS6KA1",Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,0.4167932870275409,0.8111377876919493,0.41728654753693073,1.0,1.0,12,"MAPK14,RPS6KA1",Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016
MyD88-independent TLR4 Cascade R-HSA-166166,0.4167932870275409,0.8111377876919493,0.41728654753693073,1.0,1.0,12,"MAPK14,RPS6KA1",MyD88-independent TLR4 Cascade R-HSA-166166
Neuronal System R-HSA-112316,-0.18703185391953803,-0.8063218809395917,0.4200572771572242,1.0,1.0,20,"GNG5,GNB1,KCNN4,AP2S1,CALM1,STX1A",Neuronal System R-HSA-112316
Signaling By VEGF R-HSA-194138,0.37131654369504086,0.8025412130365933,0.42223995844211015,1.0,1.0,17,"MAPKAPK3,VEGFA,MAPK14,HSP90AA1,PTK2",Signaling By VEGF R-HSA-194138
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,-0.2520480467648827,-0.7993384124521591,0.4240942112427115,1.0,1.0,15,"TUBB4B,SSNA1,PLK1,YWHAG,DYNLL1,TUBB,TUBG1",Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912
CDC42 GTPase Cycle R-HSA-9013148,-0.28049701258028364,-0.7984358527204681,0.4246176045392511,1.0,1.0,13,"PKN1,TMPO,ARHGDIA,SPATA13,WIPF1,RACGAP1,PAK4,SH3PXD2A,YKT6,DNMBP",CDC42 GTPase Cycle R-HSA-9013148
Phospholipid Metabolism R-HSA-1483257,-0.32609541738084424,-0.7978081562889756,0.4249818273998265,1.0,1.0,9,"SYNJ2,CSNK2B,INPP5F,ARF3,MGLL,OSBPL8,GDPD3",Phospholipid Metabolism R-HSA-1483257
SUMOylation Of RNA Binding Proteins R-HSA-4570464,-0.46703296703296554,-0.7971648126328722,0.4253553189322721,1.0,1.0,5,"NUP188,SUMO2,POM121,PHC2,UBE2I",SUMOylation Of RNA Binding Proteins R-HSA-4570464
Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949,-0.4026966214652065,-0.7967011517716361,0.42562461487602166,1.0,1.0,7,"LRRFIP1,UBB,POLR3G,POLR2F",Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949
Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,-0.46687592910118636,-0.7965606241153774,0.42570625350728974,1.0,1.0,5,"CAMK4,ALAS1,CALM1,TFAM",Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201
Metabolism Of Vitamins And Cofactors R-HSA-196854,0.4003113393298658,0.7964412599750843,0.42577560450928886,1.0,1.0,14,"LPL,SDC1,HSP90AA1,SDC3",Metabolism Of Vitamins And Cofactors R-HSA-196854
UCH Proteinases R-HSA-5689603,-0.27980539525377135,-0.7961117324017825,0.425967095459324,1.0,1.0,13,"ASXL1,UBB,PSMB7,PSMD8,NEDD8,UCHL3,PSMA7",UCH Proteinases R-HSA-5689603
Regulation Of PTEN Gene Transcription R-HSA-8943724,0.48692801499856553,0.7890128844304006,0.43010447602319246,1.0,1.0,7,"RBBP4,LAMTOR5,MAF1",Regulation Of PTEN Gene Transcription R-HSA-8943724
mRNA Splicing - Minor Pathway R-HSA-72165,-0.2611698817871787,-0.7856243279779446,0.43208760755515274,1.0,1.0,14,"POLR2F,TXNL4A,SNRNP25,POLR2I,SNRPB,POLR2D,POLR2J",mRNA Splicing - Minor Pathway R-HSA-72165
